x,y,z
144,1,1086
67,0,1095
185,0,1071
16,158,1112
119,0,1107
222,11,1107
171,2,1115
160,1,1090
99,1,1053
80,97,1119
132,27,1104
291,0,1146
21,0,1103
163,42,1117
238,2,1129
139,7,1104
50,1,1101
92,92,1093
183,2,1097
155,69,1134
46,94,1077
99,1,1075
191,1,1067
271,89,1157
151,59,1139
87,98,1115
66,2,1127
251,4,1085
288,8,1110
257,1,1101
258,4,1154
260,1,1083
136,7,1091
236,0,1065
43,37,1093
194,0,1100
285,73,1113
99,5,1072
126,2,1081
70,3,1068
41,59,1093
99,85,1089
116,55,1127
179,3,1107
149,5,1069
172,6,1071
232,1,1103
220,4,1079
229,2,1128
64,55,1107
279,31,1138
52,0,1109
201,9,1069
181,3,1055
215,2,1081
227,5,1089
247,0,1051
70,77,1106
273,70,1184
227,4,1081
198,0,1060
284,16,1117
171,8,1068
261,0,1086
15,0,1106
263,49,1168
250,14,1113
211,4,1097
159,2,1119
239,8,1083
143,2,1087
57,177,1090
160,31,1084
5,40,1064
59,6,1103
236,37,1142
169,5,1064
148,6,1050
257,0,1092
35,2,1096
288,64,1121
85,7,1060
79,52,1097
136,29,1087
40,104,1088
232,6,1061
100,0,1095
181,2,1067
138,48,1103
63,0,1128
73,90,1104
187,3,1063
196,1,1086
146,0,1083
58,0,1074
157,6,1038
178,7,1065
145,5,1071
196,1,1037
136,7,1089
55,130,1121
293,63,1120
88,4,1098
194,47,1146
157,0,1066
121,4,1092
57,53,1112
18,100,1100
205,10,1100
184,1,1068
108,6,1097
95,2,1059
274,6,1115
220,5,1082
58,69,1079
230,3,1009
137,1,1059
275,3,1096
93,2,1111
108,4,1045
132,8,1079
104,1,1074
126,5,1095
195,4,1060
287,3,1149
294,0,1072
30,167,1124
122,118,1098
262,37,1117
288,11,1083
288,35,1129
227,0,1072
216,2,1046
31,0,1116
215,2,1067
264,2,1077
117,2,1085
234,36,1143
50,118,1108
258,17,1114
290,0,1110
267,0,1105
58,6,1098
201,2,1096
163,4,1074
293,25,1119
204,4,1131
55,44,1111
188,0,1075
109,3,1091
239,22,1106
147,6,1050
220,59,1091
156,3,1056
298,2,1066
167,0,1055
193,5,1046
287,2,1072
269,74,1130
140,5,1040
138,1,1101
274,1,1149
97,1,1090
213,7,1048
216,3,1110
116,4,1116
118,6,1086
248,2,1067
8,0,1107
289,26,1115
66,114,1070
257,0,1084
94,3,1074
245,1,1074
287,3,1093
227,15,1112
21,54,1108
67,3,1092
166,2,1080
291,2,1083
217,0,1131
67,0,1122
58,3,1097
170,2,1078
178,3,1054
189,52,1108
160,3,1065
81,21,1098
157,1,1053
57,33,1110
140,47,1101
182,4,1079
146,1,1100
273,23,1115
230,94,1123
147,5,1086
137,0,1072
191,1,1050
266,60,1094
57,0,1081
146,5,1049
83,1,1072
133,2,1079
250,43,1079
279,4,1114
241,87,1139
220,18,1086
255,4,1089
237,0,1082
243,8,1109
150,4,1083
173,57,1150
176,63,1150
90,15,1102
103,8,1093
203,1,1070
41,111,1089
177,1,1056
170,40,1114
121,0,1103
48,21,1087
184,4,1067
244,1,1083
223,5,1076
24,78,1105
160,5,1116
226,6,1060
44,0,1110
72,88,1123
70,3,1090
141,5,1062
199,1,1063
212,0,1058
159,6,1077
242,1,1067
99,197,1147
185,1,1031
121,0,1093
92,0,1090
260,93,1136
122,1,1111
161,1,1054
183,3,1070
142,0,1038
137,1,1089
64,38,1080
175,2,1046
168,2,1058
71,5,1070
179,96,1097
114,1,1038
71,4,1090
228,9,1116
76,2,1103
114,4,1088
96,53,1108
152,0,1127
145,35,1127
119,13,1114
56,106,1100
284,6,1123
211,2,1078
234,3,1097
174,1,1051
120,0,1097
279,0,1092
175,2,1049
287,27,1159
126,3,1110
178,7,1069
173,2,1059
233,5,1077
257,2,1080
177,7,1079
290,0,1109
32,1,1099
58,0,1093
154,0,1064
177,0,1064
171,7,1085
110,2,1103
100,5,1112
41,2,1079
195,64,1109
198,6,1070
167,1,1064
20,132,1098
25,123,1089
296,5,1097
126,0,1094
232,1,1113
293,0,1127
181,60,1116
221,2,1074
85,2,1085
147,8,1048
60,54,1109
106,3,1092
92,2,1054
298,4,1108
169,3,1061
296,25,1156
248,12,1084
130,2,1092
182,7,1108
233,0,1115
178,3,1083
155,2,1099
168,7,1070
273,3,1085
132,2,1078
229,11,1087
178,100,1137
35,0,1094
282,5,1091
5,41,1111
198,2,1063
94,0,1079
279,1,1073
247,11,1110
159,93,1091
172,7,1069
111,6,1101
144,9,1102
100,1,1104
197,10,1069
50,1,1081
163,5,1039
278,1,1106
263,1,1116
170,0,1066
196,1,1048
59,0,1122
162,1,1104
104,1,1073
99,185,1098
134,3,1091
49,1,1104
69,138,1091
232,0,1117
210,2,1081
209,5,1097
101,1,1079
237,59,1149
176,1,1124
205,4,1100
213,3,1066
79,2,1126
197,1,1061
165,2,1094
50,8,1107
251,14,1056
85,30,1086
254,2,1062
283,1,1087
95,0,1135
165,1,1062
158,4,1082
94,2,1072
57,6,1089
243,3,1115
86,3,1100
80,9,1084
137,4,1076
59,3,1079
49,171,1115
213,3,1067
108,1,1102
131,3,1074
115,1,1115
82,2,1071
226,7,1090
95,6,1074
92,2,1089
181,0,1054
272,4,1101
122,11,1098
41,0,1111
117,2,1087
82,6,1086
270,52,1116
153,68,1136
111,2,1119
187,1,1042
101,1,1083
140,1,1065
47,1,1101
136,5,1058
53,1,1132
24,133,1122
112,0,1082
210,2,1114
129,11,1054
63,1,1101
236,42,1120
139,11,1088
95,145,1107
169,1,1045
267,4,1069
222,19,1127
117,1,1088
289,0,1039
245,3,1074
231,3,1090
173,10,1106
188,3,1030
241,2,1080
167,2,1032
289,61,1117
253,10,1127
102,4,1102
203,2,1051
185,68,1117
283,32,1143
232,2,1072
98,5,1098
41,0,1105
85,107,1128
207,12,1065
174,6,1054
293,61,1153
260,2,1093
130,9,1059
244,84,1131
243,7,1082
273,0,1091
260,4,1146
98,0,1090
92,0,1097
248,5,1084
88,7,1105
69,0,1088
278,4,1097
153,3,1055
162,0,1081
291,48,1140
202,45,1133
150,4,1080
99,3,1075
184,5,1064
167,2,1067
144,0,1078
253,1,1063
205,3,1084
28,69,1102
202,1,1125
74,36,1098
253,3,1100
66,1,1081
45,1,1106
99,3,1077
237,2,1096
83,7,1109
268,1,1097
199,1,1080
172,1,1128
109,2,1103
49,0,1072
211,1,1068
189,1,1065
295,6,1108
261,2,1083
217,8,1047
185,5,1067
171,5,1068
188,0,1056
112,3,1094
144,5,1073
144,2,1067
229,4,1123
60,4,1123
109,6,1104
189,1,1063
142,3,1112
132,2,1052
200,1,1089
117,58,1113
105,2,1065
125,3,1088
75,6,1093
284,2,1060
87,86,1116
84,0,1101
58,0,1075
240,27,1111
203,15,1124
237,43,1082
247,4,1115
9,65,1120
264,2,1116
59,0,1110
248,19,1093
158,2,1028
233,2,1083
285,20,1138
237,2,1100
110,2,1092
191,1,1080
103,3,1073
91,4,1103
283,40,1100
85,0,1112
298,2,1058
182,3,1121
128,4,1058
156,0,1087
131,17,1056
45,122,1111
73,98,1122
38,1,1094
104,6,1086
247,70,1111
226,2,1034
146,10,1070
95,5,1105
271,3,1111
214,62,1096
153,5,1079
255,2,1134
290,2,1123
101,18,1100
45,1,1116
268,22,1121
72,1,1087
163,1,1071
48,78,1116
207,0,1109
292,13,1083
227,13,1102
152,1,1097
197,2,1089
289,5,1117
85,3,1082
152,4,1067
84,9,1080
72,1,1059
104,160,1107
152,0,1096
216,3,1051
236,47,1083
171,2,1051
286,0,1094
44,3,1088
251,51,1108
215,1,1092
282,1,1159
145,36,1081
224,5,1071
121,1,1075
251,3,1060
50,154,1116
117,116,1115
285,0,1154
148,6,1064
73,5,1090
103,5,1123
278,9,1084
209,1,1071
215,76,1098
124,5,1117
162,1,1066
36,71,1093
73,3,1061
211,11,1047
190,5,1105
90,0,1196
248,1,1092
249,13,1150
228,2,1069
257,93,1156
83,0,1080
248,6,1111
124,0,1092
212,0,1063
133,3,1094
41,39,1095
282,5,1109
166,1,1063
151,1,1065
217,29,1118
69,3,1092
182,1,1033
108,0,1107
137,2,1085
242,3,1079
49,74,1084
204,4,1050
267,39,1167
168,1,1090
283,3,1095
43,1,1101
163,3,1101
223,5,1077
10,1,1111
101,181,1093
157,0,1052
178,3,1034
291,14,1081
177,1,1129
113,8,1087
209,3,1067
91,1,1065
91,2,1111
291,61,1160
107,2,1106
63,0,1106
234,29,1123
271,1,1095
165,47,1087
285,1,1125
161,0,1075
183,4,1051
226,11,1088
104,6,1069
167,5,1046
223,4,1104
42,137,1107
42,83,1093
158,1,1065
182,7,1079
206,2,1060
145,4,1050
61,2,1054
111,1,1081
149,0,1039
82,2,1085
250,6,1084
173,34,1110
244,41,1141
293,8,1109
196,0,1075
162,1,1073
76,0,1127
144,3,1101
163,1,1051
101,86,1110
224,113,1155
261,0,1117
123,1,1084
59,88,1110
72,55,1102
165,7,1035
218,3,1083
201,0,1088
290,2,1144
108,7,1035
103,2,1106
57,124,1105
114,0,1090
96,1,1113
176,5,1061
239,2,1074
216,2,1124
95,22,1097
65,72,1109
176,13,1063
284,1,1119
109,0,1153
283,36,1103
72,12,1091
61,2,1085
229,7,1105
103,6,1070
210,0,1112
130,4,1058
224,7,1063
298,8,1081
138,7,1104
102,2,1084
160,1,1096
222,1,1064
246,12,1082
83,108,1115
80,5,1111
43,8,1090
220,1,1051
207,1,1102
176,3,1067
111,3,1099
99,1,1109
297,2,1118
100,112,1108
85,90,1098
168,1,1071
114,1,1098
235,9,1057
174,5,1071
88,2,1117
97,0,1089
116,29,1101
58,28,1119
218,26,1128
181,0,1077
286,1,1082
127,3,1082
204,4,1101
132,11,1083
193,8,1075
82,0,1093
79,2,1083
110,0,1100
211,0,1039
199,3,1074
72,2,1100
62,3,1094
115,0,1081
233,10,1161
192,3,1059
193,1,1058
122,5,1113
221,2,1132
40,107,1093
161,7,1094
78,1,1083
259,2,1056
93,1,1095
153,8,1081
252,10,1115
180,6,1078
224,1,1093
294,48,1145
103,20,1107
66,3,1072
241,5,1082
247,1,1124
67,0,1114
239,0,1108
146,12,1083
163,7,1043
239,19,1123
49,0,1069
77,23,1090
294,0,1081
165,94,1139
258,113,1160
187,1,1066
67,0,1096
183,0,1092
246,19,1094
187,1,1094
135,104,1121
212,2,1084
132,7,1091
170,2,1071
218,0,1091
37,1,1109
225,67,1119
294,2,1060
89,5,1105
84,0,1093
229,5,1091
179,2,1066
259,11,1086
211,0,1099
39,2,1110
87,2,1078
59,0,1156
168,2,1063
275,2,1144
45,4,1086
279,0,1111
156,0,1105
142,3,1104
255,24,1150
163,30,1114
211,5,1066
288,1,1058
294,12,1108
286,5,1055
297,1,1128
178,4,1083
260,0,1072
182,56,1120
249,17,1082
153,77,1104
230,1,1084
190,5,1048
58,7,1100
104,2,1076
273,12,1118
160,14,1118
78,92,1099
104,81,1109
276,1,1120
158,3,1064
267,0,1129
130,0,1147
33,0,1114
112,100,1104
284,8,1186
128,0,1089
174,5,1063
157,2,1068
37,3,1091
153,0,1074
26,0,1104
142,4,1088
205,8,1092
138,106,1120
290,88,1109
159,2,1071
177,1,1096
291,2,1057
170,1,1061
242,1,1105
113,1,1086
164,4,1046
95,1,1078
168,5,1090
251,0,1107
172,75,1091
108,26,1104
184,1,1047
154,7,1082
161,11,1078
165,1,1110
128,3,1095
171,4,1091
83,103,1124
117,3,1099
67,23,1099
143,1,1056
177,0,1065
103,0,1075
232,2,1117
186,1,1059
108,102,1106
87,68,1098
294,81,1090
297,1,1084
225,45,1086
288,3,1082
72,1,1084
291,4,1098
158,1,1075
85,18,1100
243,6,1096
197,0,1101
128,4,1089
51,6,1083
54,0,1108
299,14,1107
156,3,1085
89,6,1104
60,0,1069
104,68,1123
61,2,1095
71,0,1086
36,105,1085
207,1,1085
209,3,1070
152,3,1081
270,2,1114
116,65,1100
244,0,1044
49,3,1083
49,0,1084
130,39,1079
252,41,1079
186,3,1066
61,17,1077
160,1,1093
34,1,1097
113,2,1097
249,34,1115
56,43,1083
252,9,1085
201,0,1097
38,3,1091
156,1,1099
136,2,1084
152,78,1106
96,63,1091
179,4,1079
145,2,1102
235,9,1086
235,1,1057
48,3,1088
274,9,1127
15,2,1108
247,6,1112
99,1,1097
109,1,1109
290,0,1106
231,2,1091
128,2,1083
76,2,1097
60,3,1103
275,54,1104
144,18,1135
109,5,1083
155,3,1094
217,2,1107
95,1,1086
211,2,1094
188,6,1063
238,0,1114
92,0,1112
247,7,1160
156,95,1108
273,1,1140
170,1,1058
93,3,1100
181,0,1091
159,11,1075
106,107,1137
169,0,1099
256,45,1142
200,3,1089
224,1,1076
289,66,1146
208,0,1093
273,8,1147
157,2,1072
259,42,1107
121,5,1097
159,2,1066
257,3,1116
156,11,1092
277,0,1103
26,62,1094
103,0,1091
87,3,1078
121,35,1114
210,1,1070
162,40,1117
221,4,1047
79,1,1083
242,41,1110
277,2,1114
192,4,1061
212,6,1067
100,17,1107
36,0,1113
73,5,1091
77,12,1105
288,17,1120
207,0,1091
239,3,1112
261,2,1095
196,0,1073
208,20,1088
239,1,1047
224,10,1059
149,8,1047
23,117,1101
85,0,1106
15,114,1108
104,3,1079
252,50,1155
15,2,1087
285,1,1094
283,5,1110
135,7,1082
175,0,1072
116,0,1085
154,6,1113
187,9,1134
159,3,1056
215,64,1110
105,6,1110
131,1,1036
91,31,1081
37,112,1106
263,12,1086
243,5,1112
20,110,1106
263,66,1106
165,3,1074
196,1,1055
134,6,1106
61,1,1136
269,3,1095
19,0,1123
149,39,1093
218,1,1126
240,2,1106
154,2,1070
229,1,1049
294,3,1091
276,6,1083
81,7,1082
47,0,1088
231,69,1096
154,5,1081
114,1,1087
233,10,1083
71,4,1058
200,3,1076
85,3,1071
41,31,1094
110,3,1082
236,3,1065
137,81,1116
222,2,1106
165,2,1030
192,1,1108
134,7,1077
270,53,1148
215,21,1095
252,0,1075
153,2,1083
94,2,1115
144,0,1109
202,69,1119
293,42,1143
136,1,1089
169,0,1065
195,2,1109
136,1,1080
120,2,1092
95,2,1094
68,2,1090
28,133,1091
39,81,1121
104,4,1124
295,0,1122
263,1,1085
272,0,1121
125,6,1096
287,1,1066
263,0,1061
191,15,1102
166,4,1074
229,0,1110
115,70,1102
92,1,1095
247,14,1114
57,2,1124
244,17,1111
296,0,1103
110,7,1078
202,12,1125
243,0,1067
178,0,1045
268,2,1075
219,0,1098
135,0,1091
145,5,1105
229,1,1087
281,1,1098
141,5,1082
86,1,1108
109,173,1149
210,68,1129
125,3,1089
194,0,1054
225,3,1090
217,3,1095
105,0,1071
220,65,1123
242,13,1106
249,10,1083
95,52,1114
144,2,1081
14,97,1096
168,1,1074
181,6,1059
250,4,1085
154,5,1065
39,88,1092
177,1,1070
124,204,1130
249,4,1087
98,7,1089
165,0,1052
82,4,1054
100,3,1090
212,39,1121
129,10,1109
36,34,1097
237,24,1113
54,1,1108
97,1,1097
284,5,1101
26,3,1123
192,1,1069
219,41,1118
220,1,1063
133,1,1111
131,1,1083
277,6,1127
238,3,1063
170,1,1059
173,3,1067
267,2,1084
52,84,1082
121,33,1115
90,56,1113
293,6,1109
46,9,1109
191,2,1083
142,0,1082
141,1,1081
168,32,1112
195,1,1062
69,4,1099
176,0,1085
87,3,1115
153,0,1066
114,123,1078
100,12,1079
27,1,1097
107,5,1122
98,0,1105
104,0,1076
67,84,1106
93,0,1071
6,63,1100
90,0,1055
119,0,1101
148,2,1083
215,2,1096
133,1,1069
194,16,1135
286,61,1107
102,4,1069
177,3,1084
150,1,1098
46,1,1106
251,6,1127
241,82,1145
69,2,1091
178,7,1088
196,20,1110
191,9,1073
16,65,1094
260,30,1166
129,0,1089
110,2,1119
277,4,1088
226,2,1095
196,2,1090
222,28,1116
295,42,1140
153,80,1105
136,1,1095
280,0,1089
180,5,1088
137,44,1088
219,6,1088
256,3,1082
105,84,1115
196,1,1074
78,51,1098
87,4,1079
216,3,1083
224,11,1107
247,13,1084
95,4,1113
164,5,1062
124,2,1112
298,1,1117
46,1,1097
146,1,1083
125,4,1063
271,9,1099
189,0,1109
243,3,1080
213,1,1098
234,5,1087
32,116,1115
46,2,1089
184,26,1103
161,13,1116
234,5,1088
245,8,1112
249,3,1084
172,0,1071
232,3,1073
217,0,1102
132,21,1105
253,0,1095
44,3,1087
136,9,1058
121,0,1102
265,4,1085
199,1,1058
140,1,1099
224,50,1118
51,1,1101
94,2,1076
252,1,1063
57,3,1069
196,22,1127
116,2,1087
181,6,1080
46,1,1099
235,2,1122
299,11,1098
141,6,1051
179,2,1071
174,3,1069
85,2,1069
134,1,1099
184,1,1072
195,1,1078
129,0,1092
251,106,1103
99,6,1115
51,0,1104
83,3,1079
283,1,1132
69,3,1090
126,0,1087
100,2,1097
214,5,1067
269,6,1127
254,1,1041
229,4,1101
250,0,1066
169,37,1113
183,0,1079
263,2,1088
46,0,1106
107,3,1091
215,1,1104
224,0,1071
100,1,1116
117,97,1102
242,3,1101
251,0,1145
169,5,1074
166,5,1031
98,5,1071
157,6,1109
178,1,1081
217,18,1107
14,46,1105
119,3,1112
162,7,1074
100,1,1088
30,149,1144
116,1,1066
180,5,1100
289,3,1112
288,35,1142
280,33,1089
196,121,1137
219,76,1123
112,3,1095
58,100,1108
83,5,1087
218,3,1070
58,98,1110
167,7,1032
166,2,1073
127,3,1081
84,19,1082
184,3,1050
215,1,1086
185,1,1064
263,90,1174
46,3,1133
88,74,1117
113,5,1087
194,41,1101
22,1,1103
135,6,1055
100,86,1125
193,6,1075
97,3,1131
238,4,1059
54,1,1087
50,3,1102
95,1,1083
140,5,1049
135,3,1091
291,65,1150
101,0,1095
231,9,1088
70,3,1089
116,1,1081
241,2,1103
168,0,1102
182,6,1079
199,0,1092
91,25,1102
183,5,1050
77,5,1085
130,0,1107
55,129,1113
272,5,1085
200,3,1103
138,0,1063
85,2,1080
173,3,1057
270,58,1130
158,0,1074
240,3,1081
68,1,1068
212,2,1087
250,0,1091
225,4,1092
55,6,1101
141,13,1049
253,9,1114
249,3,1041
31,75,1098
278,10,1112
100,1,1067
167,1,1060
100,85,1111
89,0,1088
68,5,1092
176,5,1063
218,6,1091
11,0,1107
143,5,1114
41,0,1106
3,129,1095
95,0,1092
152,5,1099
282,1,1121
102,6,1069
141,0,1081
183,6,1103
74,3,1087
203,7,1053
85,3,1108
111,0,1060
142,0,1132
197,1,1075
220,2,1069
235,7,1075
112,6,1120
233,0,1101
40,0,1108
262,5,1086
269,4,1115
103,2,1083
90,8,1078
21,2,1095
149,2,1101
51,4,1104
175,1,1097
96,0,1109
205,2,1099
192,5,1054
45,2,1106
191,70,1143
58,115,1103
280,28,1130
59,31,1129
208,1,1056
184,3,1078
70,0,1068
120,0,1079
77,152,1114
66,30,1100
79,149,1112
140,1,1100
227,4,1091
269,75,1120
132,4,1097
22,0,1091
252,0,1073
131,104,1127
71,2,1101
219,27,1085
73,11,1116
285,76,1132
150,3,1081
163,0,1057
196,9,1102
189,0,1062
298,46,1162
155,1,1063
96,4,1086
221,25,1115
293,63,1164
46,0,1104
217,56,1115
277,0,1119
157,4,1071
87,1,1091
70,37,1100
120,0,1080
294,5,1084
45,1,1107
130,1,1062
52,108,1096
288,4,1109
85,0,1059
147,16,1080
133,5,1091
102,3,1095
200,2,1099
46,0,1077
110,6,1107
69,20,1098
195,4,1058
192,2,1089
273,1,1095
170,3,1065
204,1,1066
80,2,1077
42,104,1088
36,107,1083
33,3,1118
249,2,1085
264,3,1097
177,3,1092
122,2,1094
210,6,1098
54,109,1112
199,3,1086
213,0,1119
233,24,1113
217,2,1082
169,0,1110
274,2,1103
58,67,1081
75,0,1113
250,1,1068
127,6,1111
134,0,1131
159,22,1117
67,14,1095
43,6,1089
285,3,1137
240,3,1055
248,10,1113
169,1,1078
85,42,1121
87,3,1114
86,0,1102
247,6,1113
249,4,1054
216,11,1062
150,6,1046
92,1,1082
198,23,1125
236,70,1097
242,0,1068
186,4,1061
210,0,1088
26,116,1100
72,45,1122
145,44,1097
88,65,1096
162,3,1080
291,5,1109
272,0,1061
266,0,1119
145,10,1105
81,3,1076
207,10,1104
231,3,1119
234,25,1135
221,2,1073
208,3,1097
109,8,1118
197,6,1129
257,1,1064
38,5,1071
291,52,1106
123,1,1056
217,2,1051
83,0,1099
237,48,1101
284,6,1110
104,1,1100
153,2,1084
190,73,1169
110,4,1089
120,75,1099
253,45,1107
295,1,1087
228,75,1143
47,4,1110
203,1,1102
42,0,1086
182,9,1079
220,1,1097
294,32,1136
289,1,1067
246,4,1069
156,6,1094
156,0,1091
258,2,1067
123,1,1055
79,6,1126
192,3,1042
38,60,1125
148,3,1065
67,0,1104
130,2,1077
98,0,1081
158,1,1054
80,12,1086
38,58,1094
142,7,1102
145,2,1087
209,19,1151
247,84,1137
185,0,1100
134,11,1052
92,26,1115
22,1,1106
244,0,1090
172,3,1080
220,0,1092
235,1,1073
79,46,1097
156,1,1074
274,1,1088
77,2,1090
99,134,1107
66,77,1108
190,2,1061
234,0,1072
130,6,1054
193,9,1103
226,28,1106
62,0,1089
186,0,1069
170,12,1067
170,12,1031
169,8,1057
271,4,1082
186,9,1075
219,1,1080
51,96,1115
210,1,1106
190,0,1123
93,2,1057
223,16,1087
205,3,1079
154,2,1085
194,17,1127
157,38,1119
232,1,1059
171,1,1073
145,2,1084
127,3,1095
174,3,1074
173,1,1046
146,2,1073
159,61,1128
174,6,1081
252,2,1059
124,2,1116
124,4,1110
19,130,1106
150,4,1081
204,4,1094
246,3,1092
195,2,1065
157,0,1094
66,36,1102
100,30,1111
255,11,1115
97,2,1105
296,2,1083
50,0,1083
70,1,1087
63,165,1131
198,55,1134
186,5,1062
241,20,1096
288,1,1082
59,0,1111
96,2,1052
160,0,1086
219,108,1109
247,24,1109
107,2,1057
50,79,1116
168,3,1077
238,37,1095
221,1,1117
179,5,1067
226,1,1110
201,13,1097
178,3,1055
64,60,1126
133,5,1069
0,5,1236
262,1,1100
239,30,1152
53,43,1114
191,25,1129
127,4,1082
48,2,1084
72,1,1086
48,117,1113
121,6,1074
204,6,1051
1,1,1134
36,2,1084
59,34,1109
244,1,1111
168,62,1155
194,0,1046
168,3,1075
51,7,1083
279,39,1139
222,2,1090
108,1,1091
212,10,1124
93,2,1114
146,5,1085
62,5,1122
83,3,1094
158,49,1154
249,1,1092
99,94,1119
285,22,1152
12,1,1105
61,4,1123
183,5,1063
34,1,1113
236,0,1076
167,3,1060
51,2,1103
256,6,1085
290,3,1109
277,0,1132
66,112,1121
41,20,1118
132,139,1093
77,25,1129
25,0,1100
41,2,1081
183,4,1058
149,0,1079
25,0,1137
131,1,1068
143,8,1104
208,1,1098
100,3,1071
92,3,1102
200,7,1053
156,3,1067
209,12,1121
245,5,1112
42,88,1090
34,2,1141
57,2,1097
273,14,1089
150,4,1098
162,0,1072
48,83,1117
213,58,1094
101,85,1110
76,0,1130
178,5,1084
211,12,1093
245,12,1112
64,9,1105
217,1,1098
205,62,1133
69,1,1112
180,6,1059
249,83,1166
27,176,1114
239,1,1130
76,5,1121
244,2,1107
101,2,1049
294,0,1089
191,0,1077
287,9,1110
242,7,1115
264,0,1098
195,4,1093
241,2,1084
245,60,1119
257,2,1115
264,1,1059
172,0,1052
282,3,1124
66,191,1082
142,1,1082
200,1,1086
202,17,1125
293,4,1053
48,2,1105
71,1,1077
70,2,1102
128,0,1102
155,4,1102
112,48,1109
171,0,1086
299,8,1081
232,6,1060
198,4,1091
209,2,1087
246,0,1125
7,111,1073
179,2,1064
262,69,1146
90,7,1058
220,0,1065
220,4,1092
187,0,1090
195,3,1059
272,31,1118
286,20,1105
75,110,1099
92,105,1111
234,1,1119
147,93,1113
38,8,1093
48,138,1122
67,65,1107
239,5,1106
197,0,1074
105,0,1052
134,1,1116
163,3,1077
225,3,1118
158,2,1080
27,98,1089
210,5,1083
39,2,1138
157,3,1123
169,3,1076
212,46,1122
157,7,1106
218,5,1088
215,2,1077
152,0,1077
102,7,1094
105,49,1100
135,27,1098
153,2,1080
99,0,1106
19,0,1082
132,138,1123
284,4,1109
154,0,1075
279,10,1082
216,2,1067
40,2,1120
239,4,1055
179,4,1076
215,6,1065
285,1,1139
217,1,1094
87,3,1052
270,40,1094
250,55,1088
189,6,1061
272,43,1171
227,1,1046
89,0,1071
183,4,1066
177,3,1088
224,2,1100
280,1,1053
266,28,1117
114,1,1071
192,2,1024
51,0,1078
64,111,1088
40,0,1093
45,0,1077
118,12,1114
221,14,1118
182,0,1076
172,113,1141
196,1,1098
240,1,1082
122,0,1051
44,0,1142
289,3,1154
124,4,1098
68,2,1094
96,1,1102
80,93,1119
146,6,1072
176,1,1077
239,0,1080
151,0,1111
78,2,1083
174,2,1098
147,12,1080
65,87,1107
134,63,1102
122,3,1062
198,3,1058
130,6,1093
178,2,1111
200,1,1101
213,0,1087
114,2,1067
292,24,1122
140,1,1076
198,0,1050
237,8,1085
281,34,1152
124,0,1171
235,26,1111
77,1,1103
186,3,1070
295,52,1114
177,17,1107
33,186,1134
63,4,1102
176,4,1054
187,3,1050
117,1,1148
182,5,1065
178,3,1087
54,26,1110
62,3,1110
119,2,1091
85,13,1106
118,1,1117
131,2,1095
74,0,1116
130,2,1090
172,4,1057
151,6,1076
98,2,1076
77,35,1116
9,191,1134
238,34,1081
140,1,1060
272,0,1106
205,2,1090
242,76,1121
94,7,1113
243,29,1117
293,17,1082
228,93,1133
59,56,1111
280,5,1084
37,123,1119
24,104,1113
99,1,1077
156,1,1093
114,6,1100
297,7,1108
275,1,1084
274,1,1085
274,26,1105
157,71,1100
241,17,1139
152,0,1055
55,32,1109
189,2,1062
53,1,1100
58,2,1079
234,1,1101
173,3,1071
200,0,1119
107,2,1090
231,36,1108
298,2,1085
115,1,1094
105,3,1069
186,5,1089
90,1,1093
182,0,1071
285,22,1126
1,159,1109
213,1,1099
52,3,1060
92,35,1103
152,2,1080
135,90,1119
140,0,1083
168,10,1084
273,2,1127
102,2,1101
296,3,1147
194,3,1105
223,4,1119
118,8,1062
251,2,1130
150,6,1048
240,3,1083
105,1,1092
276,5,1114
239,75,1140
176,1,1103
156,2,1097
267,0,1151
258,33,1151
250,2,1085
256,9,1085
167,2,1045
256,68,1150
296,56,1143
231,10,1087
48,123,1111
273,3,1087
133,4,1088
82,1,1110
142,3,1091
172,84,1140
24,130,1096
277,2,1104
158,2,1067
254,0,1102
229,62,1131
46,4,1107
279,1,1110
194,0,1064
49,31,1086
54,18,1109
216,14,1089
265,97,1164
269,32,1116
57,9,1101
85,2,1102
157,1,1059
161,10,1089
187,0,1094
164,1,1075
212,2,1097
281,6,1111
200,0,1086
151,0,1124
138,5,1048
224,9,1086
179,6,1066
99,86,1112
51,3,1129
222,7,1061
106,1,1083
57,0,1094
55,2,1071
245,12,1132
128,4,1094
86,2,1101
293,34,1111
40,0,1079
102,8,1107
37,0,1094
290,6,1110
254,2,1088
61,11,1101
188,2,1083
297,2,1117
73,2,1130
176,2,1070
55,17,1107
50,1,1106
179,0,1114
50,41,1114
189,3,1108
107,5,1106
57,122,1101
169,100,1104
49,2,1104
270,3,1086
226,2,1092
36,3,1094
247,6,1080
107,4,1090
230,2,1074
63,45,1108
93,0,1133
142,2,1102
258,54,1142
253,5,1116
171,4,1036
201,114,1137
241,0,1112
279,45,1123
248,79,1131
264,50,1111
133,2,1052
190,1,1057
94,1,1101
104,140,1112
135,70,1115
293,4,1080
59,1,1078
31,0,1094
276,1,1127
88,16,1104
239,2,1081
207,56,1113
96,1,1094
184,3,1108
253,45,1149
246,35,1119
5,146,1091
235,1,1108
175,2,1091
50,0,1093
236,12,1125
268,8,1084
125,7,1096
109,4,1105
287,2,1104
178,2,1082
163,0,1062
56,1,1125
147,21,1126
119,19,1084
152,98,1111
24,0,1118
74,12,1114
